# PS5 Retail SPRX Manifest (Firmware 12.40)
# Measured on hardware via obSCEne probe & live filesystem survey
# tier	directory	filename	size_bytes
system	/system_ex/common_ex/lib	System.Collections.dll.sprx	68996
system	/system_ex/common_ex/lib	System.ComponentModel.Composition.dll.sprx	1300036
system	/system_ex/common_ex/lib	System.ComponentModel.DataAnnotations.dll.sprx	360664
system	/system_ex/common_ex/lib	System.Core.dll.sprx	9562348
system	/system_ex/common_ex/lib	System.Data.Services.Client.dll.sprx	1573036
system	/system_ex/common_ex/lib	System.Data.dll.sprx	6796908
system	/system_ex/common_ex/lib	System.IO.Compression.FileSystem.dll.sprx	90928
system	/system_ex/common_ex/lib	System.IO.Compression.dll.sprx	591336
system	/system_ex/common_ex/lib	System.Net.Http.WebRequest.dll.sprx	159148
system	/system_ex/common_ex/lib	System.Net.Http.dll.sprx	909344
system	/system_ex/common_ex/lib	System.Net.dll.sprx	85772
system	/system_ex/common_ex/lib	System.Numerics.dll.sprx	438976
system	/system_ex/common_ex/lib	System.Reactive.Core.dll.sprx	880180
system	/system_ex/common_ex/lib	System.Reactive.Interfaces.dll.sprx	69020
system	/system_ex/common_ex/lib	System.Reactive.Linq.dll.sprx	8340516
system	/system_ex/common_ex/lib	System.Resources.ResourceManager.dll.sprx	69024
system	/system_ex/common_ex/lib	System.Runtime.Extensions.dll.sprx	69004
system	/system_ex/common_ex/lib	System.Runtime.Serialization.dll.sprx	2847404
system	/system_ex/common_ex/lib	System.Runtime.dll.sprx	68976
system	/system_ex/common_ex/lib	System.ServiceModel.Internals.dll.sprx	1045888
system	/system_ex/common_ex/lib	System.ServiceModel.Web.dll.sprx	254232
system	/system_ex/common_ex/lib	System.ServiceModel.dll.sprx	1583092
system	/system_ex/common_ex/lib	System.Threading.Tasks.dll.sprx	69000
system	/system_ex/common_ex/lib	System.Transactions.dll.sprx	123668
system	/system_ex/common_ex/lib	System.Web.Services.dll.sprx	912804
system	/system_ex/common_ex/lib	System.Windows.dll.sprx	68976
system	/system_ex/common_ex/lib	System.Xml.Linq.dll.sprx	889920
system	/system_ex/common_ex/lib	System.Xml.Serialization.dll.sprx	69000
system	/system_ex/common_ex/lib	System.Xml.dll.sprx	8760172
system	/system_ex/common_ex/lib	System.dll.sprx	8310904
system	/system_ex/common_ex/lib	libCFWML.sprx	4189916
system	/system_ex/common_ex/lib	libNativeExtensions.sprx	757248
system	/system_ex/common_ex/lib	libReactNative.Modules.Vsh.Media.sprx	123684
system	/system_ex/common_ex/lib	libReactNative.Modules.Vsh.MediaPlayer.Contents.sprx	2267124
system	/system_ex/common_ex/lib	libReactNative.Modules.Vsh.WebAppLauncher.sprx	131136
system	/system_ex/common_ex/lib	libReactNative.Modules.Vsh.sprx	1554752
system	/system_ex/common_ex/lib	libRnpsDevSupport.sprx	66868
system	/system_ex/common_ex/lib	libSceAsyncStorageInternal.sprx	1592420
system	/system_ex/common_ex/lib	libSceBackupRestoreUtil.sprx	69436
system	/system_ex/common_ex/lib	libSceBgsStorage.sprx	1792120
system	/system_ex/common_ex/lib	libSceCdlgUtilServer.sprx	73732
system	/system_ex/common_ex/lib	libSceContentListController.sprx	865072
system	/system_ex/common_ex/lib	libSceDataTransfer.sprx	70808
system	/system_ex/common_ex/lib	libSceFacebook.Yoga.sprx	141320
system	/system_ex/common_ex/lib	libSceFollyShared.sprx	381748
system	/system_ex/common_ex/lib	libSceGLSlimClientVSH.sprx	201368
system	/system_ex/common_ex/lib	libSceGLSlimServerVSH.sprx	1552236
system	/system_ex/common_ex/lib	libSceGLSlimVSH.sprx	1495944
system	/system_ex/common_ex/lib	libSceIcu.sprx	35660980
system	/system_ex/common_ex/lib	libSceJsc.sprx	13419796
system	/system_ex/common_ex/lib	libSceJsi-0.70.sprx	157016
system	/system_ex/common_ex/lib	libSceKbEmulate.sprx	68064
system	/system_ex/common_ex/lib	libSceNKWeb.sprx	1914672
system	/system_ex/common_ex/lib	libSceNKWebCdlgInjectedBundle.sprx	70964
system	/system_ex/common_ex/lib	libSceNKWebKit.sprx	62568220
system	/system_ex/common_ex/lib	libSceNKWebKitRequirements.sprx	2845188
system	/system_ex/common_ex/lib	libSceNetworkProfiler.sprx	67232
system	/system_ex/common_ex/lib	libSceNotificationClient.sprx	69500
system	/system_ex/common_ex/lib	libScePatchCheckerClient.sprx	69004
system	/system_ex/common_ex/lib	libScePosixForWebKit.sprx	78956
system	/system_ex/common_ex/lib	libScePsm.sprx	4410268
system	/system_ex/common_ex/lib	libScePsmUtil.sprx	264208
system	/system_ex/common_ex/lib	libScePubSubClientShared.sprx	174024
system	/system_ex/common_ex/lib	libSceRnpsBundle.sprx	100196
system	/system_ex/common_ex/lib	libSceRnpsNKInjectedBundle.sprx	70560
system	/system_ex/common_ex/lib	libSceShellUIUtil.sprx	69368
system	/system_ex/common_ex/lib	libSceSysBridge.sprx	1837940
system	/system_ex/common_ex/lib	libSceSystemLogger2Delivery.sprx	310872
system	/system_ex/common_ex/lib	libSceSystemLogger2NativeQueueClient.sprx	263072
system	/system_ex/common_ex/lib	libSceSystemTts.sprx	195108
system	/system_ex/common_ex/lib	libSceVideoStreamingEngine.sprx	5216088
system	/system_ex/common_ex/lib	libSceVshBrotli.sprx	231712
system	/system_ex/common_ex/lib	libSceVshFreeType.sprx	859428
system	/system_ex/common_ex/lib	libSceVshHarfBuzz.sprx	1261452
system	/system_ex/common_ex/lib	libSceVshJpeg.sprx	829428
system	/system_ex/common_ex/lib	libSceVshPng.sprx	401516
system	/system_ex/common_ex/lib	libSceVshWebP.sprx	366352
system	/system_ex/common_ex/lib	libcairo.sprx	1533112
system	/system_ex/common_ex/lib	libcurl.sprx	995796
system	/system_ex/common_ex/lib	libfontconfig.sprx	566320
system	/system_ex/common_ex/lib	libhermes-0.11.sprx	2736324
system	/system_ex/common_ex/lib	libmono-btls-shared.sprx	1710520
system	/system_ex/common_ex/lib	libmono-profiler-log.sprx	151336
system	/system_ex/common_ex/lib	libmonosgen-2.0.sprx	5351908
system	/system_ex/common_ex/lib	mscorlib.dll.sprx	24605592
system	/system_ex/common_ex/lib	websocket-sharp.dll.sprx	1027520
